0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
3ifp,0,31,0,0,0,18,19,0,0,0,10,0,0,0,0,11,0,0,0,24,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0
3ig1,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
3igp,0,5,0,0,0,3,11,0,1,0,1,0,0,0,4,3,0,2,0,5,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
3iiw,0,29,0,0,0,3,11,0,0,0,6,0,0,0,1,5,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3iiy,0,26,0,0,0,2,10,0,0,0,4,0,0,0,1,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3ij0,0,32,0,0,0,2,10,0,0,0,6,0,0,0,1,5,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3ij1,0,41,0,0,0,6,10,0,0,0,8,0,0,0,2,5,0,0,0,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3ijg,0,38,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3ijh,0,8,0,0,0,0,18,0,0,0,6,0,0,0,0,10,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
3ijy,0,2,0,0,0,0,20,0,0,0,12,0,0,0,0,14,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
3ijz,0,19,0,0,0,1,10,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ik1,0,20,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ikc,0,5,0,0,0,0,20,0,0,0,17,0,0,0,0,14,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
3ikd,0,20,0,0,0,0,12,1,1,0,3,0,0,0,0,9,4,0,0,4,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0
3ikg,0,27,0,0,0,0,12,0,1,0,4,0,0,0,0,7,4,0,0,4,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0
3ilq,0,47,0,0,0,0,9,0,0,0,3,0,0,0,0,2,0,0,0,13,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
3imc,0,19,0,0,0,2,5,0,0,0,5,0,0,0,1,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3ime,0,15,0,0,0,0,7,0,0,0,8,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3img,0,20,0,0,0,2,6,0,0,0,6,0,0,0,1,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3imy,0,26,0,0,0,0,10,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
3iny,0,17,0,0,0,15,3,0,0,0,6,0,0,0,1,1,0,0,0,11,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0
3io7,0,24,0,0,0,14,2,0,0,0,1,0,0,0,1,1,0,0,0,14,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0
3iob,0,10,0,0,0,14,11,0,1,0,6,0,0,0,4,4,0,0,0,6,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0
3ioc,0,22,0,0,0,10,11,0,1,0,5,0,0,0,4,5,0,1,0,10,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0
3iod,0,19,0,0,0,16,22,0,4,0,11,0,0,0,5,5,0,1,0,10,0,0,0,6,5,0,2,0,2,0,0,0,0,0,0,0
3ioe,0,12,0,0,0,15,17,0,2,0,10,0,0,0,5,5,0,1,0,7,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0
3iof,0,24,0,0,0,0,3,0,0,0,5,0,0,0,0,2,0,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3iog,0,2,5,0,0,0,8,0,1,0,0,2,0,0,0,6,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
3iok,0,26,0,7,0,16,0,0,0,0,2,0,3,0,2,0,0,0,0,10,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0
3ip5,0,15,0,0,0,7,16,0,0,0,1,0,0,0,1,3,0,0,0,11,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
3ip6,0,17,0,0,0,6,15,0,0,0,1,0,0,0,1,3,0,0,0,17,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
3ip8,0,14,0,0,0,0,15,1,0,0,8,0,0,0,0,6,3,0,0,2,0,0,0,0,6,3,0,0,3,0,0,0,0,1,0,0
3ip9,0,15,0,0,0,4,14,0,0,0,1,0,0,0,1,3,0,0,0,9,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0
3ipa,0,15,0,0,0,7,14,0,0,0,1,0,0,0,1,3,0,0,0,10,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
3iph,0,25,0,0,0,3,10,0,0,0,9,0,0,0,0,2,0,0,0,23,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
3ipq,0,68,1,8,0,0,14,0,0,0,6,0,1,0,0,7,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3ips,0,19,3,8,0,2,8,0,1,0,1,1,0,0,1,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ipu,0,28,0,7,0,6,6,0,0,0,12,0,0,0,1,2,0,0,0,12,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
3iqg,0,11,0,0,0,6,16,0,0,0,5,0,0,0,2,6,0,0,0,8,0,0,0,4,8,0,0,0,2,0,0,0,1,1,0,0
3iqh,0,15,0,0,0,0,12,0,0,0,1,0,0,0,0,4,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3iqi,0,9,0,0,0,4,19,0,0,0,4,0,0,0,2,6,0,0,0,7,0,0,0,2,8,0,0,0,2,0,0,0,1,1,0,0
3iqj,0,11,0,0,0,6,30,0,0,0,3,0,0,0,2,13,5,0,0,11,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0
3iqq,0,32,0,0,0,4,18,0,0,0,5,0,0,0,1,2,0,0,0,15,0,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0
3iqu,0,15,0,0,0,7,21,0,0,0,7,0,0,0,9,12,4,0,0,11,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0
3iqv,0,13,0,0,0,5,22,0,0,0,6,0,0,0,9,14,4,0,0,11,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0
3isj,0,20,0,0,0,1,11,0,0,0,7,0,0,0,2,4,0,2,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3iss,0,10,0,0,0,5,41,0,0,0,5,0,0,0,1,16,1,0,0,13,0,0,0,3,14,1,0,0,0,0,0,0,0,0,0,0
3isw,0,47,0,0,0,5,36,0,0,0,20,0,0,0,0,10,0,0,0,54,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0
3ith,0,9,0,0,0,3,6,0,0,0,3,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3iub,0,22,0,0,0,3,13,0,0,0,6,0,0,0,3,4,0,1,0,12,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
3iuc,0,17,0,0,0,13,30,0,0,0,7,0,0,0,2,16,4,0,0,10,0,0,0,5,8,1,0,0,0,0,0,0,0,0,0,0
3iue,0,21,0,0,0,2,19,0,0,0,13,0,0,0,3,8,0,1,0,16,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
3iux,0,52,0,0,0,5,9,0,0,0,6,0,0,0,2,0,0,0,0,17,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
3ivc,0,29,0,0,0,1,17,0,0,0,16,0,0,0,0,7,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3ivg,0,33,0,0,0,1,17,0,1,0,8,0,0,0,0,6,0,1,0,18,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0
3ivq,0,22,0,0,0,6,19,0,0,0,6,0,0,0,0,5,0,0,0,20,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0
3ivv,0,22,0,0,0,3,14,0,0,0,2,0,0,0,0,5,0,0,0,15,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
3ivx,0,34,0,0,0,3,18,0,0,0,16,0,0,0,2,8,0,2,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3iw5,0,48,0,12,0,2,14,0,2,0,8,0,0,0,0,2,0,0,0,11,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3iw6,0,40,0,0,0,2,9,0,0,0,10,0,0,0,0,5,0,0,0,11,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
3iw7,0,27,0,0,0,0,6,0,1,0,8,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3iw8,0,35,1,0,0,3,5,0,1,0,6,0,0,0,1,1,0,2,0,8,1,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0
3iww,0,23,0,0,5,1,15,0,0,0,26,0,0,0,1,11,0,0,0,17,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0
3iwy,0,43,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,17,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
3jdw,0,4,0,0,0,4,8,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0
3jpx,0,26,0,0,0,2,10,0,0,0,8,0,0,0,2,5,0,0,0,8,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0
3jq7,0,30,0,0,0,24,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
3jq8,0,22,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3jq9,0,28,0,0,0,18,10,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,5,1,0,0,0,2,0,0,0,0,1,0,0
3jqa,0,15,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3jqb,0,29,0,0,0,14,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3jqf,0,7,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3jqg,0,28,0,0,0,14,2,0,0,0,2,0,0,0,0,1,0,1,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3jrs,0,19,0,0,0,0,9,0,0,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3jrx,0,42,0,0,0,0,8,0,0,0,12,0,0,0,0,7,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3juk,0,19,0,0,0,5,37,0,0,0,11,0,0,0,3,16,1,0,0,10,0,0,0,1,16,0,0,0,2,0,0,0,0,1,0,0
3juo,4,32,0,0,0,1,6,0,0,1,10,0,0,0,0,6,0,0,1,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3jup,2,20,0,0,0,5,3,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3juq,3,30,0,0,0,1,6,0,0,1,9,0,0,0,0,7,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3jvk,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3jvr,0,25,9,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,15,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
3jvs,0,36,0,0,0,9,12,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0
3jwq,0,31,0,0,0,7,7,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
3jwr,0,12,0,0,0,3,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
3jxw,0,27,0,0,0,8,4,0,2,0,1,0,0,0,1,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3jy0,0,16,1,0,0,6,5,0,2,0,2,0,0,0,1,2,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
3jy9,0,24,0,0,0,6,11,0,0,0,8,0,0,0,1,2,0,0,0,6,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0
3jya,0,18,5,0,0,7,3,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3jyj,0,26,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,3,0,0,0,1,1,0,0
3jyr,0,30,0,0,0,0,40,0,0,0,11,0,0,0,0,13,0,0,0,16,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0
3jzg,0,33,0,0,0,1,12,0,0,0,6,0,0,0,1,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3jzh,0,32,0,0,0,2,19,0,0,0,7,0,0,0,1,5,0,0,0,6,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0
3jzj,0,28,0,0,0,1,43,0,0,0,9,0,0,0,0,14,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
3jzo,0,45,0,0,0,5,5,0,0,0,4,0,0,0,1,1,0,0,0,16,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0
3k00,0,36,0,0,0,0,51,0,0,0,13,0,0,0,0,19,0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
3k02,0,29,0,0,0,0,45,0,0,0,9,0,0,0,0,14,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
3k05,0,14,0,0,0,1,23,0,0,0,5,0,0,0,1,6,2,0,0,7,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
3k0h,0,12,0,0,0,0,14,0,0,0,7,0,0,0,0,6,2,0,0,12,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
3k0k,0,15,0,0,0,0,18,1,0,0,5,0,0,0,0,6,1,0,0,10,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0
3k15,0,12,0,0,0,1,15,0,0,0,4,0,0,0,1,6,2,0,0,11,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
3k16,0,14,0,0,0,1,20,1,0,0,3,0,0,0,0,7,1,0,0,11,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
3k1j,0,11,0,0,0,14,32,1,0,0,6,0,0,0,3,20,5,0,0,8,0,0,0,4,5,0,0,0,3,0,0,0,1,0,0,0
3k26,0,20,0,0,0,2,5,0,0,0,4,0,0,0,1,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3k27,0,30,0,0,0,4,9,0,0,0,7,0,0,0,1,5,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
3k2f,0,13,0,0,0,6,26,0,5,0,8,0,0,0,6,12,0,3,0,4,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0
3k37,0,14,0,0,0,10,14,0,0,0,10,0,0,0,1,9,0,0,0,22,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0
3k39,0,12,0,0,0,9,11,0,0,0,8,0,0,0,1,9,0,0,0,20,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0
3k3a,0,12,0,0,0,3,11,0,0,0,13,0,0,0,0,9,0,0,0,18,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
3k4d,0,12,0,0,0,2,18,0,0,0,4,0,0,0,0,11,0,0,0,17,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0
3k4q,0,0,0,0,0,0,38,0,4,0,2,0,0,0,0,27,0,7,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0
3k54,0,22,4,0,0,15,0,0,1,0,4,1,0,0,2,0,0,0,0,15,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3k5i,0,14,0,0,0,3,19,0,0,0,4,0,0,0,5,10,3,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3k5k,0,33,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0
3k5v,0,22,0,13,0,3,4,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0
3k5x,0,5,0,0,0,6,20,0,0,0,4,0,0,0,0,12,0,0,0,6,0,0,0,3,9,4,0,0,0,0,0,0,0,0,0,0
3k8c,0,0,0,0,0,1,25,0,0,0,4,0,0,0,1,17,3,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0
3k8d,0,2,0,0,0,0,22,0,0,0,9,0,0,0,0,7,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
3k8o,0,25,0,0,0,9,19,0,0,0,7,0,0,0,2,5,0,0,0,11,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0
3k8q,0,23,0,0,0,10,9,0,0,0,4,0,0,0,2,2,0,0,0,11,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0
3k97,0,21,3,0,0,1,12,0,0,0,2,1,0,0,0,2,0,0,0,9,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
3k99,0,22,0,0,0,1,13,0,0,0,3,0,0,0,0,1,0,0,0,9,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0
3ka2,0,25,0,0,0,10,25,0,0,0,7,0,0,0,0,5,0,0,0,29,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
3kcf,0,37,0,0,0,6,7,0,0,0,5,0,0,0,1,1,0,0,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3kck,0,22,4,0,0,7,5,0,0,0,6,0,0,0,1,1,0,0,0,6,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0
3kd7,0,11,0,0,0,3,10,0,0,0,13,0,0,0,3,9,0,0,0,13,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
3kdb,0,37,0,0,0,0,15,0,2,0,9,0,0,0,0,5,0,1,0,29,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0
3kdc,0,40,2,0,0,1,17,0,0,0,7,1,0,0,0,5,0,1,0,29,2,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0
3kdd,0,41,0,1,0,1,17,0,2,0,6,0,1,0,0,6,0,0,0,32,0,3,0,4,14,0,0,0,0,0,0,0,0,0,0,0
3kdm,0,37,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3kej,0,26,0,1,0,20,9,0,0,0,14,0,1,0,4,3,0,0,0,24,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0
3kek,0,39,0,6,0,10,7,0,0,0,17,0,0,0,1,4,0,0,0,27,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
3kgp,0,11,0,0,0,2,6,0,0,0,5,0,0,0,0,2,0,0,0,10,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
3kgq,0,6,0,0,0,0,22,0,0,0,6,0,0,0,0,17,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
3kgt,0,20,0,0,0,0,14,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3kgu,0,20,0,0,0,0,13,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3kid,0,8,0,0,0,5,4,0,1,0,4,0,0,0,1,0,0,0,0,10,0,0,0,5,2,0,1,0,1,0,0,0,0,0,0,0
3kiv,0,21,0,0,0,6,6,0,0,0,8,0,0,0,1,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3kjd,0,23,0,0,0,13,5,0,0,0,2,0,0,0,3,2,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
3kku,2,20,0,0,0,1,8,0,0,0,7,0,0,0,0,3,0,0,0,11,0,0,0,2,3,0,0,1,3,0,0,0,1,2,0,0
3kmc,0,13,0,0,0,4,20,0,0,0,8,0,0,0,1,7,0,0,0,15,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0
3kme,0,17,0,0,0,2,11,0,4,0,10,0,0,0,1,8,0,3,0,15,0,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0
3kmm,0,26,6,0,0,10,2,0,0,0,3,3,0,0,2,0,0,0,0,15,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3kmx,0,11,2,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,19,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
3kmy,0,11,5,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
3kpu,0,26,0,0,0,2,4,0,0,0,6,0,0,0,0,1,0,0,0,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3kpv,0,14,0,0,0,18,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
3kpw,0,24,0,0,0,5,0,0,0,0,4,0,0,0,1,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3kqb,0,53,0,7,0,13,10,0,1,0,6,0,3,0,3,2,0,0,0,23,0,4,0,9,6,0,0,0,1,0,2,0,1,0,0,0
3kqc,0,48,0,5,0,13,12,0,1,0,7,0,3,0,3,2,0,0,0,26,0,3,0,11,5,0,0,0,1,0,2,0,1,0,0,0
3kqd,0,56,0,4,0,17,8,0,0,0,7,0,5,0,3,2,0,0,0,25,0,1,0,10,5,0,0,0,0,0,2,0,1,0,0,0
3kqe,0,54,0,0,0,14,10,0,0,0,5,0,0,0,4,2,0,0,0,28,0,0,0,11,6,0,0,0,0,0,0,0,1,0,0,0
3kqm,2,10,0,0,0,9,0,0,0,1,2,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3kqo,0,19,3,0,0,14,0,0,0,0,3,1,0,0,2,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
3kqp,0,20,0,0,0,9,0,0,0,0,3,0,0,0,1,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3kqr,0,9,0,0,0,3,3,0,0,0,3,0,0,0,0,3,2,0,0,1,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0
3kqs,0,14,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3kqt,0,19,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3kqw,0,17,4,0,0,8,0,0,0,0,4,2,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3kqy,0,18,0,0,0,15,5,0,0,0,4,0,0,0,0,1,0,0,0,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
3kr0,0,16,0,0,0,6,4,0,0,0,5,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3kr1,0,13,5,0,0,14,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3kr2,0,15,0,5,0,16,0,0,0,0,5,0,2,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
3kr4,0,12,0,0,0,1,6,0,0,0,9,0,0,0,1,3,0,0,0,12,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0
3kr5,0,18,0,0,0,1,7,0,0,0,7,0,0,0,1,3,1,0,0,8,0,0,0,4,9,3,0,0,0,0,0,0,0,0,0,0
3kr8,0,34,0,7,0,12,5,0,4,0,2,0,0,0,2,2,0,0,0,13,0,3,0,1,3,0,2,0,0,0,0,0,0,0,0,0
3ktr,0,42,0,0,0,4,15,0,0,0,11,0,0,0,1,7,0,0,0,27,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0
3kv2,0,4,0,0,0,10,7,0,0,0,4,0,0,0,6,2,0,0,0,6,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0
3kwa,0,21,0,0,0,10,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3kyq,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3kze,0,17,0,0,0,5,35,0,0,0,4,0,0,0,0,10,0,0,0,17,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0
3l08,0,29,0,4,0,10,8,0,1,0,4,0,0,0,3,2,0,1,0,11,0,4,0,2,3,0,0,0,5,0,0,0,0,0,0,0
3l0v,0,22,0,0,0,3,16,0,0,0,12,0,0,0,3,6,0,0,0,10,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
3l1n,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3l1s,0,25,2,0,0,15,15,0,0,0,4,2,0,0,0,5,0,0,0,8,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0
3l2y,0,8,0,0,0,1,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0
3l3l,0,31,0,0,0,7,6,0,0,0,1,0,0,0,1,1,0,0,0,10,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
3l3m,0,35,0,6,0,16,6,0,0,0,2,0,0,0,2,1,0,0,0,15,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
3l3n,0,22,0,0,0,5,14,0,0,0,12,0,0,0,2,9,0,0,0,15,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0
3l3q,0,37,0,0,0,22,12,0,0,0,16,0,0,0,4,6,0,0,0,35,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0
3l4t,0,18,0,0,0,0,22,0,1,0,4,0,0,0,0,3,0,0,0,14,0,0,0,0,14,0,1,0,1,0,0,0,0,1,0,0
3l4u,0,12,0,0,0,0,21,0,1,0,4,0,0,0,0,3,0,0,0,17,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0
